u0,lastpont,LSE
"[0.18434343434343434, 0.8909090909090909, 0.050505050505050504, 0.32323232323232326, 3.0303030303030305e-6]","[0.7662610002868289, 0.7725871494456437, 0.47628829342860657, 0.6296161873457643, 9.999999999973723e-5]","[-2.298765195080179e-5, -0.19446450065105528, -0.4197653282283514, -0.8751965890856241, -Inf]"
"[0.2702020202020202, 0.8181818181818182, 0.23232323232323232, 0.6565656565656566, 7.777777777777778e-5]","[0.5528066244530594, 0.4404171481392225, 0.4692737193060247, 0.2594401646579586, 9.938470643864918e-5]","[-0.0005270937917386332, -0.19512630754939117, -0.4201825394393005, -0.8743632830978026, -Inf]"
"[0.7853535353535354, 0.8181818181818182, 0.7676767676767676, 0.7575757575757576, 8.787878787878787e-5]","[0.16600167597473423, 0.4034324250731118, 0.011289950495077432, 0.024403248856634422, 3.0967899683986305e-19]","[-0.00012426381025148006, -0.1942158659173216, -0.42030355109394174, -0.8757718798547836, -Inf]"
"[0.6393939393939394, 0.8545454545454545, 0.3939393939393939, 0.25252525252525254, 8.484848484848485e-5]","[0.40080201777575436, 0.3847477956656945, 0.2799865405839062, 0.15202711764146992, 4.2212752368847415e-9]","[-0.0005670273546967563, -0.19468777165521947, -0.42012378987118826, -0.8749331081625324, -Inf]"
"[0.5621212121212121, 0.16363636363636364, 0.5151515151515151, 0.5858585858585859, 5.050505050505051e-6]","[0.1548124744922438, 0.4581557508373013, 0.0024239407581540745, 0.03114123990875955, 1.0187696881334047e-19]","[-0.0001899092431026152, -0.19407360128871556, -0.420326260372204, -0.8758227196125181, -Inf]"
"[0.5191919191919192, 0.6545454545454545, 0.8787878787878788, 0.5050505050505051, 3.7373737373737376e-5]","[0.1668599006898265, 0.4016425901982626, 0.01194875998681875, 0.024337799584380964, 3.372588086571694e-19]","[-0.00012480498050791713, -0.1942206224336189, -0.4203014137464724, -0.8757685957207209, -Inf]"
"[0.8368686868686869, 0.6181818181818182, 0.10101010101010101, 0.3333333333333333, 4.0404040404040405e-5]","[0.18846144890241134, 0.3770990251355341, 0.029277265743727413, 0.026181408681988514, 2.8869944991870816e-18]","[-0.0001730024454534652, -0.19428466966927843, -0.420249379911492, -0.8757026961016945, -Inf]"
"[0.2702020202020202, 0.8363636363636363, 0.030303030303030304, 0.20202020202020202, 4.3434343434343435e-5]","[0.6082670184282337, 0.847419668109363, 0.13931162459848653, 0.7235030526452344, 9.999814653834176e-5]","[6.619468017211055e-5, -0.19439232547154228, -0.4194572027219036, -0.8758860251562, -Inf]"
"[0.9914141414141414, 0.7090909090909091, 0.25252525252525254, 0.0707070707070707, 8.888888888888889e-5]","[0.1621263391661032, 0.41341573680135313, 0.00832243610763705, 0.025021083312853326, 2.1067406581926757e-19]","[-0.00012571645436323708, -0.19418934943792412, -0.4203129661476763, -0.8757878323464597, -Inf]"
"[0.6737373737373737, 0.2636363636363636, 0.13131313131313133, 0.8282828282828283, 4.848484848484849e-5]","[0.1625061743028096, 0.4122626962770226, 0.008613421817059217, 0.02493046550395752, 2.1878017335990274e-19]","[-0.00012520246219345526, -0.19419240724800016, -0.4203120698008784, -0.8757861790641285, -Inf]"
"[0.9656565656565657, 0.5636363636363636, 0.18181818181818182, 0.6464646464646465, 3.0303030303030302e-5]","[0.16481602680541405, 0.4061205346287316, 0.010381409083594542, 0.024529812417533704, 2.7524856236030606e-19]","[-0.00012394485795282631, -0.19420872061273162, -0.42030648189553604, -0.8757765558580224, -Inf]"
"[0.6909090909090909, 0.6090909090909091, 0.31313131313131315, 0.7676767676767676, 8.282828282828283e-5]","[0.1817157717422436, 0.3821683198544511, 0.023679333038657928, 0.025136715389307614, 1.4766908424863954e-18]","[-0.0001542995016402936, -0.19427179445215959, -0.4202648215046579, -0.8757209242853428, -Inf]"
"[0.8797979797979798, 0.8545454545454545, 0.15151515151515152, 0.5757575757575758, 6.161616161616162e-5]","[0.24063708466425573, 0.3621233916905181, 0.07939960760722878, 0.0421164727651233, 5.141753811775589e-16]","[-0.00034325178481605365, -0.19431191601687317, -0.4201648442783265, -0.8755704172214968, -Inf]"
"[0.3303030303030303, 0.44545454545454544, 0.6363636363636364, 0.8080808080808081, 3.7373737373737376e-5]","[0.16825610309689273, 0.3989692797993724, 0.013023385888057206, 0.024271067656354717, 3.874725068248617e-19]","[-0.00012614471469933207, -0.19422772164338403, -0.42029791914493464, -0.875763418917827, -Inf]"
"[0.7080808080808081, 0.8272727272727273, 0.98989898989899, 0.1111111111111111, 3.7373737373737376e-5]","[0.17464403405514328, 0.3894513176241008, 0.01800440071270695, 0.024417056989126343, 7.3117068804627e-19]","[-0.00013711562236244908, -0.1942528633416393, -0.4202819445613858, -0.8757418733814415, -Inf]"
"[0.9313131313131313, 0.9545454545454546, 0.6161616161616161, 0.5555555555555556, 7.777777777777778e-5]","[0.18091508165777165, 0.3828743436814119, 0.023027231499587318, 0.02503362239400368, 1.3637274482376747e-18]","[-0.00015219708121829987, -0.19426997777321428, -0.42026671639978114, -0.8757231843153276, -Inf]"
"[0.2873737373737374, 0.8727272727272727, 0.8080808080808081, 0.7777777777777778, 7.878787878787879e-5]","[0.17500619905936254, 0.3890115872234315, 0.01829060100868433, 0.024442131577937523, 7.579725544623127e-19]","[-0.00013790130581149668, -0.1942540163821193, -0.42028104885401646, -0.8757407381928755, -Inf]"
"[0.3388888888888889, 0.6636363636363637, 0.3838383838383838, 0.6161616161616161, 8.08080808080808e-6]","[0.34845407902630393, 0.3718880874116523, 0.21166396278273378, 0.11169939269226146, 2.302748617086663e-11]","[-0.0006600105982764924, -0.19439028597802155, -0.42012249906333415, -0.8751679686607504, -Inf]"
"[0.3303030303030303, 0.2818181818181818, 0.7474747474747475, 0.21212121212121213, 6.262626262626262e-5]","[0.15384650334353525, 0.49623496696326275, 0.0009275676176762921, 0.039386879011749316, 9.263983249894055e-20]","[-0.00028121591785461227, -0.19398108363484873, -0.42032518405233954, -0.875818736525578, -Inf]"
"[0.6994949494949495, 0.8545454545454545, 0.8383838383838383, 0.7272727272727273, 9.09090909090909e-5]","[0.1661494318279798, 0.4031155421099306, 0.011403293530132278, 0.024390519768830634, 3.142611509954978e-19]","[-0.00012433982310223844, -0.1942167081570853, -0.4203031839121822, -0.8757713086185085, -Inf]"
"[0.7166666666666667, 0.8818181818181818, 0.0, 0.3838383838383838, 1.0101010101010101e-5]","[0.7294485965407105, 0.5637072799211907, 0.6861809809892839, 0.4063115047528517, 9.999999998816653e-5]","[-0.00022673358532518203, -0.1951298801455793, -0.4202017170563387, -0.8743643070132662, -Inf]"
"[0.30454545454545456, 0.39090909090909093, 0.3939393939393939, 0.5757575757575758, 1.8181818181818182e-5]","[0.1953423515580485, 0.3731641504193085, 0.03518793274906254, 0.02752641550987438, 5.719986795962481e-18]","[-0.00019328170212394854, -0.19429437378070316, -0.4202346678282988, -0.8756851427433696, -Inf]"
"[0.295959595959596, 0.6454545454545455, 0.7878787878787878, 0.5050505050505051, 6.96969696969697e-5]","[0.17695897470304878, 0.3867804195461316, 0.019841693255043428, 0.024601504136628535, 9.203511697909655e-19]","[-0.00014234467185346558, -0.19425984972664062, -0.4202762500430163, -0.875734746327169, -Inf]"
"[0.18434343434343434, 1.0, 0.898989898989899, 0.37373737373737376, 3.838383838383838e-5]","[0.20496115780760432, 0.3690966215411964, 0.043804475710622626, 0.02981383562601089, 1.4873878557482952e-17]","[-0.00022279326649155419, -0.19430390293343092, -0.4202159516469119, -0.8756614498235744, -Inf]"
"[0.8883838383838384, 0.8636363636363636, 0.696969696969697, 0.5959595959595959, 1.1111111111111112e-5]","[0.1727981859318575, 0.39183475079289476, 0.01655253121844918, 0.02431347328576161, 6.086002114269149e-19]","[-0.00013333157758941308, -0.19424659714467396, -0.4202865330731116, -0.875747787482364, -Inf]"
"[0.7853535353535354, 0.24545454545454545, 0.1717171717171717, 0.7171717171717171, 2.02020202020202e-6]","[0.15831907118767607, 0.42859398780258345, 0.005376520160659034, 0.026583738341921136, 1.4430529430895475e-19]","[-0.00013913411674483305, -0.1941493593936351, -0.4203212848253922, -0.8758056204977556, -Inf]"
"[0.32171717171717173, 0.5545454545454546, 0.8181818181818182, 0.6060606060606061, 6.464646464646465e-5]","[0.1676229602713886, 0.4001475270950489, 0.012535586983664233, 0.024295670587986717, 3.63836691100491e-19]","[-0.0001254726834301951, -0.19422459372595788, -0.4202995058409577, -0.8757657419888484, -Inf]"
"[0.5707070707070707, 0.8272727272727273, 0.0707070707070707, 0.41414141414141414, 5.252525252525252e-5]","[0.7716269294664754, 0.6270837554764589, 0.7338360761593848, 0.47059682937174946, 9.999999999983319e-5]","[-2.9328587216969275e-5, -0.1949787598048381, -0.4201667847484328, -0.874582849036603, -Inf]"
"[0.2873737373737374, 0.9272727272727272, 0.030303030303030304, 0.29292929292929293, 1.4141414141414141e-5]","[0.7464732688515087, 0.791632277304344, 0.3940325211235579, 0.6552150865883921, 9.99999999981182e-5]","[-3.195110943270404e-5, -0.19446910206802273, -0.4196469840910726, -0.8753045382232819, -Inf]"
"[0.2015151515151515, 0.22727272727272727, 0.1919191919191919, 0.29292929292929293, 2.02020202020202e-6]","[0.15426777685004014, 0.4687508499086951, 0.001843122842316241, 0.03317754007940205, 9.652866387674547e-20]","[-0.0002132300336771132, -0.19404726632499758, -0.4203262983880838, -0.8758241985910559, -Inf]"
"[0.42474747474747476, 0.7, 0.08080808080808081, 0.1414141414141414, 4.949494949494949e-5]","[0.5296975415536709, 0.8554391479398221, 0.08053929022286786, 0.6634839362057644, 9.542561362333825e-5]","[-7.466597815570475e-5, -0.19433475186587137, -0.41951142558379445, -0.8758807234427909, -Inf]"
"[0.6308080808080808, 0.4090909090909091, 0.9494949494949495, 0.5757575757575758, 3.232323232323232e-5]","[0.15498569255691588, 0.4556139559327894, 0.0025906204831454335, 0.030682762210198708, 1.0364147200810966e-19]","[-0.00018463657724439967, -0.1940799856669597, -0.4203261653271078, -0.8758220307730386, -Inf]"
"[0.8712121212121212, 0.7727272727272727, 0.23232323232323232, 0.26262626262626265, 1.616161616161616e-5]","[0.2718146541840066, 0.36165736508166946, 0.11474998433406312, 0.057842095336629505, 1.136038402393236e-14]","[-0.0004857661223204235, -0.19427604902871404, -0.4201402071945513, -0.8754753173410023, -Inf]"
"[0.647979797979798, 0.38181818181818183, 0.6161616161616161, 0.29292929292929293, 5.7575757575757575e-5]","[0.15412223651691415, 0.4728987740966177, 0.001657977215942919, 0.034029028176778026, 9.515137451787543e-20]","[-0.000222877615789393, -0.1940370795387208, -0.42032619876145216, -0.87582419686364, -Inf]"
"[0.18434343434343434, 0.8272727272727273, 0.8080808080808081, 0.9696969696969697, 1.1111111111111112e-5]","[0.16943332239245062, 0.39691342428235415, 0.01393277305315891, 0.02424770711842204, 4.355764766045696e-19]","[-0.00012764357988983446, -0.1942331739787594, -0.42029496439440267, -0.8757592009904701, -Inf]"
"[0.2787878787878788, 0.7, 0.13131313131313133, 0.3939393939393939, 5.858585858585859e-5]","[0.7903746577458934, 0.7177480869066734, 0.6597464861139857, 0.5646850585967002, 9.99999999999757e-5]","[6.981153887823652e-5, -0.1946175033609267, -0.42001828432988, -0.8749594530228688, -Inf]"
"[0.9570707070707071, 0.9, 0.15151515151515152, 0.5656565656565656, 3.131313131313131e-5]","[0.2285319466115428, 0.36347324765819317, 0.0666930796963404, 0.03726861300536569, 1.5456625819667491e-16]","[-0.00029973606730877335, -0.19431361510720124, -0.4201791104017048, -0.8756027768807393, -Inf]"
"[0.6222222222222222, 0.41818181818181815, 0.5959595959595959, 0.45454545454545453, 2.121212121212121e-5]","[0.1557292840040934, 0.44691360280179454, 0.003261034290048371, 0.02920400014074464, 1.115764201618504e-19]","[-0.0001677001930703424, -0.19410202981452518, -0.42032548393323743, -0.8758186265403368, -Inf]"
"[0.5878787878787879, 0.10909090909090909, 0.2222222222222222, 0.9696969696969697, 3.232323232323232e-5]","[0.15867349347954887, 0.4267951651492224, 0.005655001382573851, 0.0263664583150833, 1.494778321355834e-19]","[-0.00013697682794477445, -0.19415406729580542, -0.4203205837937217, -0.875803871714258, -Inf]"
"[0.6651515151515152, 0.9181818181818182, 0.26262626262626265, 0.24242424242424243, 9.797979797979798e-5]","[0.7226672112449621, 0.5561347519142734, 0.6775092104724485, 0.39843300674932264, 9.999999997654141e-5]","[-0.0002502134862867096, -0.19514226670641607, -0.4202058476351836, -0.8743430032162924, -Inf]"
"[0.32171717171717173, 0.13636363636363635, 0.5252525252525253, 0.7676767676767676, 4.0404040404040405e-5]","[0.15599915951335538, 0.444347839545431, 0.0034928448388141806, 0.02879540365526711, 1.1460587593572036e-19]","[-0.000163070177339983, -0.19410858605613546, -0.4203251545728095, -0.8758172995728601, -Inf]"
"[0.5106060606060606, 0.6090909090909091, 0.7373737373737373, 0.1717171717171717, 3.535353535353535e-5]","[0.15908372782161118, 0.4248427251119895, 0.005975670451619464, 0.02613963397882781, 1.5569722812484214e-19]","[-0.0001347911399557931, -0.19415918802541152, -0.4203197475990167, -0.8758018698182944, -Inf]"
"[0.42474747474747476, 0.5909090909090909, 0.3939393939393939, 0.6262626262626263, 7.171717171717172e-5]","[0.23423245023168518, 0.3627365117072176, 0.07259934770352883, 0.03946411394149022, 2.7223257528980207e-16]","[-0.00031974792505541367, -0.19431342112293395, -0.42017202342830956, -0.8755878011169468, -Inf]"
"[0.9313131313131313, 0.5, 0.9292929292929293, 0.5555555555555556, 4.848484848484849e-5]","[0.15541729685582525, 0.4502188058838515, 0.0029866011730342343, 0.029749025323349516, 1.0817480786008991e-19]","[-0.00017391921485069333, -0.19409362093231933, -0.4203258155764958, -0.8758201153427273, -Inf]"
"[0.8282828282828283, 0.8454545454545455, 1.0, 0.12121212121212122, 4.4444444444444447e-5]","[0.17367698059054257, 0.3906691535601879, 0.017242359694574196, 0.024357557672782748, 6.641567199671806e-19]","[-0.00013508465434461234, -0.1942496648619899, -0.42028434397611164, -0.8757449442000981, -Inf]"
"[0.5363636363636364, 0.10909090909090909, 0.8080808080808081, 0.6161616161616161, 1.8181818181818182e-5]","[0.15423516078892713, 0.4695998107944092, 0.0018035050342005868, 0.03334934312892285, 9.621805888094999e-20]","[-0.00021518294391363228, -0.1940451757057627, -0.4203262820681192, -0.8758242239322239, -Inf]"
"[0.3560606060606061, 0.4090909090909091, 0.8282828282828283, 0.5050505050505051, 6.868686868686868e-5]","[0.15584268790363773, 0.4458060198623764, 0.0033589928099891334, 0.0290260469954067, 1.128394626158171e-19]","[-0.00016567960679652187, -0.19410485695794377, -0.4203253499354875, -0.8758180723414192, -Inf]"
"[0.5878787878787879, 0.2, 0.8686868686868687, 0.7070707070707071, 5.555555555555556e-5]","[0.154561517441311, 0.462406505536149, 0.0021703131951912916, 0.03193410459005068, 9.937525292393226e-20]","[-0.00019901864760618764, -0.19406298168981403, -0.42032633703280925, -0.8758235772136552, -Inf]"
"[0.26161616161616164, 0.9636363636363636, 0.6262626262626263, 0.797979797979798, 1.717171717171717e-5]","[0.21488771053622002, 0.3661294769031368, 0.0531376866359724, 0.03263679893180492, 3.986980876248347e-17]","[-0.00025431140639923497, -0.1943100834710787, -0.42019890572149904, -0.8756371566544281, -Inf]"
"[0.2873737373737374, 0.6727272727272727, 0.9393939393939394, 0.16161616161616163, 7.878787878787879e-5]","[0.16402738574724113, 0.4080682002625957, 0.009777742601540405, 0.024640997539308977, 2.5449455375463555e-19]","[-0.00012405890344023115, -0.19420354445198604, -0.42030841164196475, -0.8757797616563523, -Inf]"
"[0.3303030303030303, 0.35454545454545455, 0.47474747474747475, 0.40404040404040403, 3.434343434343434e-5]","[0.15663051560375443, 0.43913511837997726, 0.004020807331279897, 0.02800548161158174, 1.2202058299464503e-19]","[-0.00015424289652534473, -0.19412198118792637, -0.4203242607318741, -0.8758141255924246, -Inf]"
"[0.5191919191919192, 0.4727272727272727, 0.42424242424242425, 0.8686868686868687, 0.0001]","[0.17035499527329095, 0.39541378911843633, 0.014647172397303966, 0.024247655840550875, 4.773700806537973e-19]","[-0.0001290148949233306, -0.19423714551300286, -0.42029265036089425, -0.8757559848135292, -Inf]"
"[0.3388888888888889, 0.3090909090909091, 0.98989898989899, 0.5959595959595959, 5.959595959595959e-5]","[0.1545834050813377, 0.4620023363957745, 0.0021931607535171428, 0.03185732052032154, 9.959088527594379e-20]","[-0.00019813754563622102, -0.1940639883199956, -0.42032633372060624, -0.8758235112152711, -Inf]"
"[0.5191919191919192, 0.5727272727272728, 0.3838383838383838, 0.9797979797979798, 8.282828282828283e-5]","[0.178672771572339, 0.38499663556987224, 0.021214379955716435, 0.024772052970317832, 1.0912766421564534e-18]","[-0.00014649126835675812, -0.1942644898214733, -0.4202720866802608, -0.8757296508844283, -Inf]"
"[0.398989898989899, 0.6454545454545455, 0.696969696969697, 0.29292929292929293, 4.949494949494949e-5]","[0.18408302434255225, 0.38022212128644445, 0.025622349437767287, 0.025468926416529546, 1.8683981499611883e-18]","[-0.00016068162848749217, -0.19427677544373514, -0.42025929360205316, -0.8757143750131435, -Inf]"
